date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:06:22	324601/324601	---MCZ	200	added ('OK')	text/css	etag:W/%225cc7feda-4f3f9%22	http://agency.yolox.ancorathemes.com/wp-content/themes/yolox/css/font-icons/css/fontello-embedded.css	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-content/themes/yolox/css/font-icons/css/fontello-embedded.css	(from http://agency.yolox.ancorathemes.com/)
22:06:23	23729/23729	---MCZ	200	added ('OK')	text/css	etag:W/%225cb9c754-5cb1%22	http://agency.yolox.ancorathemes.com/wp-content/themes/yolox/skins/agency/skin.css	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-content/themes/yolox/skins/agency/skin.css	(from http://agency.yolox.ancorathemes.com/)
22:06:23	55700/55700	---MCZ	200	added ('OK')	text/css	etag:W/%225ccaf5f5-d994%22	http://agency.yolox.ancorathemes.com/wp-content/plugins/trx_addons/css/trx_addons.responsive.css	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-content/plugins/trx_addons/css/trx_addons.responsive.css	(from http://agency.yolox.ancorathemes.com/)
22:06:23	104538/104538	---MCZ	200	added ('OK')	text/css	etag:W/%225ccaa48a-1985a%22	http://agency.yolox.ancorathemes.com/wp-content/themes/yolox/css/responsive.css	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-content/themes/yolox/css/responsive.css	(from http://agency.yolox.ancorathemes.com/)
22:06:24	10571/10571	---MCZ	200	added ('OK')	text/css	etag:W/%225cb47fa2-294b%22	http://agency.yolox.ancorathemes.com/wp-content/themes/yolox/skins/agency/skin-responsive.css	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-content/themes/yolox/skins/agency/skin-responsive.css	(from http://agency.yolox.ancorathemes.com/)
22:06:24	10056/10056	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ccaf5f4-2748%22	http://agency.yolox.ancorathemes.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://agency.yolox.ancorathemes.com/)
22:06:24	882/882	---MCZ	200	added ('OK')	text/xml	date:Tue,%2001%20Oct%202019%2016:23:05%20GMT	http://agency.yolox.ancorathemes.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/xmlrpc0db0.php	(from http://agency.yolox.ancorathemes.com/)
22:06:25	1045/1045	---MCZ	200	added ('OK')	text/xml	etag:W/%225ccaf5f4-415%22	http://agency.yolox.ancorathemes.com/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-includes/wlwmanifest.xml	(from http://agency.yolox.ancorathemes.com/)
22:06:26	53805/53805	---MC-	200	added ('OK')	application/rss+xml	etag:%229224a37d7b1feaeff3f24b98622b2177%22	http://agency.yolox.ancorathemes.com/feed/	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/feed/index.html	(from http://agency.yolox.ancorathemes.com/)
22:06:26	165792/165792	---MCZ	200	added ('OK')	application/json	date:Tue,%2001%20Oct%202019%2016:23:06%20GMT	http://agency.yolox.ancorathemes.com/wp-json/	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-json/index.html	(from http://agency.yolox.ancorathemes.com/)
22:06:26	2234/2234	---MCZ	200	added ('OK')	application/json	date:Tue,%2001%20Oct%202019%2016:23:07%20GMT	http://agency.yolox.ancorathemes.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fagency.yolox.ancorathemes.com%2F	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-json/oembed/1.0/embed9b25.json	(from http://agency.yolox.ancorathemes.com/)
22:06:26	97183/97183	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ccaf5f4-17b9f%22	http://agency.yolox.ancorathemes.com/wp-includes/js/jquery/jquery.js?ver=1.12.4	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-includes/js/jquery/jqueryb8ff.js	(from http://agency.yolox.ancorathemes.com/)
22:06:27	2333/2333	---MCZ	200	added ('OK')	text/xml	date:Tue,%2001%20Oct%202019%2016:23:07%20GMT	http://agency.yolox.ancorathemes.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fagency.yolox.ancorathemes.com%2F&format=xml	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-json/oembed/1.0/embedc95a	(from http://agency.yolox.ancorathemes.com/)
22:06:27	6730/6730	---M--	200	added ('OK')	image/png	etag:%225ccaf5f6-1a4a%22	http://agency.yolox.ancorathemes.com/wp-content/uploads/2019/02/cropped-fav-ico-1-90x90.png	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-content/uploads/2019/02/cropped-fav-ico-1-90x90.png	(from http://agency.yolox.ancorathemes.com/)
22:06:27	1415/1415	---M--	200	added ('OK')	image/png	etag:%225ccaf5f6-587%22	http://agency.yolox.ancorathemes.com//wp-content/uploads/2019/01/logo.png	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-content/uploads/2019/01/logo.png	(from http://agency.yolox.ancorathemes.com/)
22:06:28	27292/27292	---MCZ	200	added ('OK')	application/json	date:Tue,%2001%20Oct%202019%2016:23:09%20GMT	http://agency.yolox.ancorathemes.com/wp-json/tribe/events/v1/	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-json/tribe/events/v1/index.html	(from http://agency.yolox.ancorathemes.com/)
22:06:28	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2001%20Oct%202019%2016:23:09%20GMT	http://agency.yolox.ancorathemes.com/%22http://agency.yolox.ancorathemes.com/category/products/%22	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/_http_/agency.yolox.ancorathemes.com/category/products/_	(from http://agency.yolox.ancorathemes.com/)
22:06:36	581371/581371	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202019%2016:23:10%20GMT	http://agency.yolox.ancorathemes.com/shortcodes/	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/shortcodes/index.html	(from http://agency.yolox.ancorathemes.com/)
22:06:36	610078/610078	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202019%2016:23:09%20GMT	http://agency.yolox.ancorathemes.com/typography/	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/typography/index.html	(from http://agency.yolox.ancorathemes.com/)
22:06:37	57359/57359	---M--	200	added ('OK')	image/png	etag:%225ccaf5f6-e00f%22	http://agency.yolox.ancorathemes.com/wp-content/uploads/2019/02/cropped-fav-ico-1-300x300.png	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-content/uploads/2019/02/cropped-fav-ico-1-300x300.png	(from http://agency.yolox.ancorathemes.com/)
22:06:38	591404/591404	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202019%2016:23:10%20GMT	http://agency.yolox.ancorathemes.com/privacy-policy/	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/privacy-policy/index.html	(from http://agency.yolox.ancorathemes.com/)
22:06:46	559470/559470	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202019%2016:23:18%20GMT	http://agency.yolox.ancorathemes.com/service-plus/	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/service-plus/index.html	(from http://agency.yolox.ancorathemes.com/)
22:06:47	581854/581854	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202019%2016:23:19%20GMT	http://agency.yolox.ancorathemes.com/about-us/	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/about-us/index.html	(from http://agency.yolox.ancorathemes.com/)
22:06:53	564488/564488	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202019%2016:23:28%20GMT	http://agency.yolox.ancorathemes.com/jobs/	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/jobs/index.html	(from http://agency.yolox.ancorathemes.com/)
22:06:57	626237/626237	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202019%2016:23:35%20GMT	http://agency.yolox.ancorathemes.com/events/	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/events/index.html	(from http://agency.yolox.ancorathemes.com/)
22:07:01	21608/21608	---M--	200	added ('OK')	image/jpeg	etag:%225ccaf5f6-5468%22	http://agency.yolox.ancorathemes.com/wp-content/uploads/2019/01/post-8-copyright-390x260.jpg	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-content/uploads/2019/01/post-8-copyright-390x260.jpg	(from http://agency.yolox.ancorathemes.com/)
22:07:05	584529/584529	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202019%2016:23:43%20GMT	http://agency.yolox.ancorathemes.com/all-posts/	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/all-posts/index.html	(from http://agency.yolox.ancorathemes.com/)
22:07:11	30151/30151	---M--	200	added ('OK')	image/jpeg	etag:%225ccaf5f6-75c7%22	http://agency.yolox.ancorathemes.com/wp-content/uploads/2019/01/post-10-copyright-390x260.jpg	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-content/uploads/2019/01/post-10-copyright-390x260.jpg	(from http://agency.yolox.ancorathemes.com/)
22:07:11	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2001%20Oct%202019%2016:23:52%20GMT	http://agency.yolox.ancorathemes.com//letting-your-customers-experience-the-high-quality-design/	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/letting-your-customers-experience-the-high-quality-design/index.html	(from http://agency.yolox.ancorathemes.com/)
22:07:20	54553/54553	---M--	200	added ('OK')	image/jpeg	etag:%225ccaf5f6-d519%22	http://agency.yolox.ancorathemes.com/wp-content/uploads/2019/01/post-11-copyright-390x260.jpg	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-content/uploads/2019/01/post-11-copyright-390x260.jpg	(from http://agency.yolox.ancorathemes.com/)
22:07:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2001%20Oct%202019%2016:24:02%20GMT	http://agency.yolox.ancorathemes.com//what-makes-a-technical-task-great/	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/what-makes-a-technical-task-great/index.html	(from http://agency.yolox.ancorathemes.com/)
22:07:27	36245/36245	---M--	200	added ('OK')	image/jpeg	etag:%225ccaf5f6-8d95%22	http://agency.yolox.ancorathemes.com/wp-content/uploads/2019/01/post-1-copyright-390x260.jpg	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-content/uploads/2019/01/post-1-copyright-390x260.jpg	(from http://agency.yolox.ancorathemes.com/)
22:07:31	593464/593464	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202019%2016:24:08%20GMT	http://agency.yolox.ancorathemes.com//ui-engineering-is-about-to-go-viral-with-its-content/?preview=true&_thumbnail_id=135	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/ui-engineering-is-about-to-go-viral-with-its-content/index74ba.html	(from http://agency.yolox.ancorathemes.com/)
22:07:40	58252/58252	---M--	200	added ('OK')	image/jpeg	etag:%225ccaf5f6-e38c%22	http://agency.yolox.ancorathemes.com/wp-content/uploads/2018/04/post-43-copyright-770x452.jpg	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-content/uploads/2018/04/post-43-copyright-770x452.jpg	(from http://agency.yolox.ancorathemes.com/)
22:07:44	581447/581447	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202019%2016:24:22%20GMT	http://agency.yolox.ancorathemes.com/blog-classic-2-columns/	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/blog-classic-2-columns/index.html	(from http://agency.yolox.ancorathemes.com/)
22:07:56	75757/75757	---M--	200	added ('OK')	image/jpeg	etag:%225ccaf5f6-127ed%22	http://agency.yolox.ancorathemes.com/wp-content/uploads/2018/06/post-18-copyright-760x507.jpg	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-content/uploads/2018/06/post-18-copyright-760x507.jpg	(from http://agency.yolox.ancorathemes.com/)
22:08:00	575772/575772	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202019%2016:24:38%20GMT	http://agency.yolox.ancorathemes.com/blog-classic-3-columns/	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/blog-classic-3-columns/index.html	(from http://agency.yolox.ancorathemes.com/)
22:08:15	90683/90683	---M--	200	added ('OK')	image/jpeg	etag:%225ccaf5f6-1623b%22	http://agency.yolox.ancorathemes.com/wp-content/uploads/2018/06/post-19-copyright-760x760.jpg	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-content/uploads/2018/06/post-19-copyright-760x760.jpg	(from http://agency.yolox.ancorathemes.com/)
22:08:19	583276/583276	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202019%2016:24:57%20GMT	http://agency.yolox.ancorathemes.com/blog-portfolio-2-columns/	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/blog-portfolio-2-columns/index.html	(from http://agency.yolox.ancorathemes.com/)
22:08:23	578940/578940	---M--	200	added ('OK')	image/png	etag:%225ccaf5f6-8d57c%22	http://agency.yolox.ancorathemes.com/wp-content/uploads/2018/07/slider-2-copyright.png	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-content/uploads/2018/07/slider-2-copyright.png	(from http://agency.yolox.ancorathemes.com/)
22:08:27	572284/572284	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202019%2016:25:05%20GMT	http://agency.yolox.ancorathemes.com/blog-portfolio-3-columns/	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/blog-portfolio-3-columns/index.html	(from http://agency.yolox.ancorathemes.com/)
22:08:28	542772/542772	---M--	200	added ('OK')	image/png	etag:%225ccaf5f6-84834%22	http://agency.yolox.ancorathemes.com/wp-content/uploads/2018/05/slider-3-copyright.png	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-content/uploads/2018/05/slider-3-copyright.png	(from http://agency.yolox.ancorathemes.com/)
22:08:32	577661/577661	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202019%2016:25:10%20GMT	http://agency.yolox.ancorathemes.com/blog-portfolio-4-columns/	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/blog-portfolio-4-columns/index.html	(from http://agency.yolox.ancorathemes.com/)
22:08:33	68197/68197	---M--	200	added ('OK')	image/jpeg	etag:%225ccaf5f6-10a65%22	http://agency.yolox.ancorathemes.com/wp-content/uploads/2018/06/post-20-copyright-760x507.jpg	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-content/uploads/2018/06/post-20-copyright-760x507.jpg	(from http://agency.yolox.ancorathemes.com/)
22:08:37	574831/574831	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202019%2016:25:15%20GMT	http://agency.yolox.ancorathemes.com/blog-chess-1-column/	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/blog-chess-1-column/index.html	(from http://agency.yolox.ancorathemes.com/)
22:08:50	75959/75959	---M--	200	added ('OK')	image/jpeg	etag:%225ccaf5f6-128b7%22	http://agency.yolox.ancorathemes.com/wp-content/uploads/2018/08/post-16-copyright-760x428.jpg	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-content/uploads/2018/08/post-16-copyright-760x428.jpg	(from http://agency.yolox.ancorathemes.com/)
22:08:54	563714/563714	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202019%2016:25:31%20GMT	http://agency.yolox.ancorathemes.com/blog-chess-2-columns/	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/blog-chess-2-columns/index.html	(from http://agency.yolox.ancorathemes.com/)
22:08:56	13825/13825	---M--	200	added ('OK')	image/jpeg	etag:%225ccaf5f6-3601%22	http://agency.yolox.ancorathemes.com/wp-content/uploads/2018/08/post-17-copyright-202x151.jpg	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-content/uploads/2018/08/post-17-copyright-202x151.jpg	(from http://agency.yolox.ancorathemes.com/)
22:09:00	568462/568462	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202019%2016:25:38%20GMT	http://agency.yolox.ancorathemes.com/blog-chess-3-columns/	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/blog-chess-3-columns/index.html	(from http://agency.yolox.ancorathemes.com/)
22:09:02	781291/781291	---M--	200	added ('OK')	image/png	etag:%225ccaf5f6-bebeb%22	http://agency.yolox.ancorathemes.com/wp-content/uploads/2018/07/slider-1-copyright.png	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-content/uploads/2018/07/slider-1-copyright.png	(from http://agency.yolox.ancorathemes.com/)
22:09:02	12412/12412	---M--	200	added ('OK')	image/jpeg	etag:%225ccaf5f6-307c%22	http://agency.yolox.ancorathemes.com/wp-content/uploads/2019/01/post-3-copyright-202x151.jpg	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-content/uploads/2019/01/post-3-copyright-202x151.jpg	(from http://agency.yolox.ancorathemes.com/)
22:09:03	177709/177709	---M--	200	added ('OK')	image/jpeg	etag:%225ccaf5f6-2b62d%22	http://agency.yolox.ancorathemes.com/wp-content/uploads/2018/06/post-21-copyright-760x713.jpg	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-content/uploads/2018/06/post-21-copyright-760x713.jpg	(from http://agency.yolox.ancorathemes.com/)
22:09:08	576652/576652	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202019%2016:25:43%20GMT	http://agency.yolox.ancorathemes.com/videos/	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/videos/index.html	(from http://agency.yolox.ancorathemes.com/)
22:09:08	14120/14120	---M--	200	added ('OK')	image/jpeg	etag:%225ccaf5f6-3728%22	http://agency.yolox.ancorathemes.com/wp-content/uploads/2018/08/post-14-copyright-202x151.jpg	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/wp-content/uploads/2018/08/post-14-copyright-202x151.jpg	(from http://agency.yolox.ancorathemes.com/)
22:09:08	565007/565007	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202019%2016:25:45%20GMT	http://agency.yolox.ancorathemes.com/contacts/	C:/My%20Web%20Sites/aganex/agency.yolox.ancorathemes.com/contacts/index.html	(from http://agency.yolox.ancorathemes.com/)
